Economy_Label,Year,Total fonction_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Total fonction_US_dollars_at_current_prices_Footnote,Total fonction_US_dollars_at_current_prices_MissingValue,"Agriculture, sylviculture, peche et chasse_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Agriculture, sylviculture, peche et chasse_US_dollars_at_current_prices_Footnote","Agriculture, sylviculture, peche et chasse_US_dollars_at_current_prices_MissingValue","Industries extractives et manufacturieres, construction_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Industries extractives et manufacturieres, construction_US_dollars_at_current_prices_Footnote","Industries extractives et manufacturieres, construction_US_dollars_at_current_prices_MissingValue",Transports_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Transports_US_dollars_at_current_prices_Footnote,Transports_US_dollars_at_current_prices_MissingValue,Communications_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Communications_US_dollars_at_current_prices_Footnote,Communications_US_dollars_at_current_prices_MissingValue,Combustibles et energie_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Combustibles et energie_US_dollars_at_current_prices_Footnote,Combustibles et energie_US_dollars_at_current_prices_MissingValue,Protection de l'environnement_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Protection de l'environnement_US_dollars_at_current_prices_Footnote,Protection de l'environnement_US_dollars_at_current_prices_MissingValue,Logement et developpement collectif_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Logement et developpement collectif_US_dollars_at_current_prices_Footnote,Logement et developpement collectif_US_dollars_at_current_prices_MissingValue,Sante_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Sante_US_dollars_at_current_prices_Footnote,Sante_US_dollars_at_current_prices_MissingValue,Enseignement_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Enseignement_US_dollars_at_current_prices_Footnote,Enseignement_US_dollars_at_current_prices_MissingValue,Securite sociale et oeuvres sociales_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Securite sociale et oeuvres sociales_US_dollars_at_current_prices_Footnote,Securite sociale et oeuvres sociales_US_dollars_at_current_prices_MissingValue,Services generaux des administrations publiques_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Services generaux des administrations publiques_US_dollars_at_current_prices_Footnote,Services generaux des administrations publiques_US_dollars_at_current_prices_MissingValue,Defense nationale_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Defense nationale_US_dollars_at_current_prices_Footnote,Defense nationale_US_dollars_at_current_prices_MissingValue,Ordre et securite publics_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Ordre et securite publics_US_dollars_at_current_prices_Footnote,Ordre et securite publics_US_dollars_at_current_prices_MissingValue,"Loisirs, culture et cultes_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Loisirs, culture et cultes_US_dollars_at_current_prices_Footnote","Loisirs, culture et cultes_US_dollars_at_current_prices_MissingValue","Tutelle de l'economie generale, des echanges et de l'emploi_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value","Tutelle de l'economie generale, des echanges et de l'emploi_US_dollars_at_current_prices_Footnote","Tutelle de l'economie generale, des echanges et de l'emploi_US_dollars_at_current_prices_MissingValue",Autres branches d'activite_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Autres branches d'activite_US_dollars_at_current_prices_Footnote,Autres branches d'activite_US_dollars_at_current_prices_MissingValue,RetD concernant les affaires economiques_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,RetD concernant les affaires economiques_US_dollars_at_current_prices_Footnote,RetD concernant les affaires economiques_US_dollars_at_current_prices_MissingValue,Affaires economiques n.c.a._Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Affaires economiques n.c.a._US_dollars_at_current_prices_Footnote,Affaires economiques n.c.a._US_dollars_at_current_prices_MissingValue,Autres_Dollars_des_tatsUnis_aux_prix_courants_en_millions_Value,Autres_US_dollars_at_current_prices_Footnote,Autres_US_dollars_at_current_prices_MissingValue
Kiribati,2015,123,,,,,,,,,,,,,,,,,,3,,,0,,,17,,,17,,,2,,,41,,,0,,,8,,,0,,,,,,,,,,,,,,,,,
Kiribati,2016,140,,,,,,,,,,,,,,,,,,3,,,0,,,20,,,18,,,2,,,46,,,0,,,8,,,0,,,,,,,,,,,,,,,,,
Kiribati,2017,162,,,,,,,,,,,,,,,,,,3,,,0,,,21,,,20,,,3,,,40,,,0,,,10,,,0,,,,,,,,,,,,,,,,,
Kiribati,2018,156,,,,,,,,,,,,,,,,,,3,,,0,,,24,,,24,,,2,,,43,,,0,,,11,,,0,,,,,,,,,,,,,,,,,
Kiribati,2019,198,,,,,,,,,,,,,,,,,,3,,,0,,,24,,,24,,,4,,,41,,,0,,,12,,,0,,,,,,,,,,,,,,,,,
Kiribati,2020,179,,,,,,,,,,,,,,,,,,3,,,0,,,20,,,22,,,2,,,48,,,0,,,9,,,0,,,,,,,,,,,,,,,,,
Kiribati,2021,250,,,,,,,,,,,,,,,,,,4,,,0,,,26,,,32,,,9,,,101,,,0,,,14,,,0,,,,,,,,,,,,,,,,,
Korea,2000,135860,,,,,,,,,,,,,,,,,,4475,,,6568,,,11222,,,21597,,,18863,,,19634,,,13164,,,5726,,,3476,,,,,,,,,,,,,,,,,
Korea,2001,137908,,,,,,,,,,,,,,,,,,4020,,,5427,,,13722,,,22587,,,18466,,,21878,,,12320,,,5683,,,3088,,,,,,,,,,,,,,,,,
Korea,2002,155766,,,,,,,,,,,,,,,,,,4883,,,5652,,,14994,,,26164,,,20217,,,24843,,,13510,,,6207,,,3714,,,,,,,,,,,,,,,,,
Korea,2003,218616,,,,,,,,,,,,,,,,,,5714,,,8090,,,17088,,,30168,,,24950,,,31390,,,16287,,,7393,,,5388,,,,,,,,,,,,,,,,,
Korea,2004,223036,,,,,,,,,,,,,,,,,,6528,,,10297,,,19510,,,36188,,,29886,,,35597,,,17048,,,8068,,,5734,,,,,,,,,,,,,,,,,
Korea,2005,260759,,,,,,,,,,,,,,,,,,8054,,,10031,,,24480,,,40151,,,38240,,,39892,,,20855,,,9919,,,6858,,,,,,,,,,,,,,,,,
Korea,2006,300535,,,,,,,,,,,,,,,,,,10101,,,11508,,,30764,,,43182,,,45690,,,45243,,,23828,,,11575,,,7939,,,,,,,,,,,,,,,,,
Korea,2007,328738,,,,,,,,,,,,,,,,,,10921,,,13886,,,35940,,,50588,,,54642,,,51435,,,26051,,,12608,,,8651,,,,,,,,,,,,,,,,,
Korea,2008,312764,,,,,,,,,,,,,,,,,,9274,,,12199,,,33994,,,48557,,,53571,,,52177,,,25193,,,11487,,,7813,,,,,,,,,,,,,,,,,
Korea,2009,304630,,,,,,,,,,,,,,,,,,9696,,,14335,,,34123,,,46215,,,51158,,,43758,,,24120,,,10645,,,7821,,,,,,,,,,,,,,,,,
Korea,2010,338524,,,,,,,,,,,,,,,,,,9947,,,13258,,,43005,,,50806,,,60323,,,52702,,,26674,,,12120,,,8412,,,,,,,,,,,,,,,,,
Korea,2011,380804,,,,,,,,,,,,,,,,,,10738,,,13548,,,47217,,,56616,,,70587,,,58532,,,30565,,,13243,,,9224,,,,,,,,,,,,,,,,,
Korea,2012,393671,,,,,,,,,,,,,,,,,,10462,,,13282,,,48382,,,58728,,,77547,,,60132,,,30813,,,14255,,,9661,,,,,,,,,,,,,,,,,
Korea,2013,412976,,,,,,,,,,,,,,,,,,11546,,,13424,,,52067,,,63658,,,85032,,,61993,,,33654,,,15583,,,10753,,,,,,,,,,,,,,,,,
Korea,2014,451597,,,,,,,,,,,,,,,,,,13139,,,13796,,,58508,,,70199,,,97230,,,66425,,,35998,,,16984,,,11094,,,,,,,,,,,,,,,,,
Korea,2015,445649,,,,,,,,,,,,,,,,,,12707,,,14218,,,58649,,,68986,,,98248,,,62496,,,35195,,,17037,,,11419,,,,,,,,,,,,,,,,,
Korea,2016,454343,,,,,,,,,,,,,,,,,,13046,,,14306,,,63361,,,68685,,,101008,,,61392,,,35046,,,18179,,,12585,,,,,,,,,,,,,,,,,
Korea,2017,491316,,,,,,,,,,,,,,,,,,14439,,,16061,,,70052,,,74332,,,109368,,,64768,,,36296,,,19405,,,13994,,,,,,,,,,,,,,,,,
Korea,2018,537406,,,,,,,,,,,,,,,,,,13763,,,16978,,,80912,,,82498,,,119183,,,69608,,,42012,,,20376,,,16475,,,,,,,,,,,,,,,,,
Korea,2019,559356,,,,,,,,,,,,,,,,,,14694,,,18265,,,85670,,,84698,,,125903,,,69030,,,42235,,,21133,,,17028,,,,,,,,,,,,,,,,,
Korea,2020,627011,,,,,,,,,,,,,,,,,,18295,,,19776,,,92017,,,85456,,,152706,,,77747,,,45964,,,22385,,,17441,,,,,,,,,,,,,,,,,
Kuwait,2001,16577,,,101,,,42,,,0,,,134,,,1428,,,20,,,1109,,,1047,,,2204,,,3290,,,1252,,,,,,1490,,,505,,,,,,,,,,,,,,,,,
Kuwait,2002,17304,,,118,,,59,,,0,,,72,,,1688,,,16,,,1142,,,1096,,,2336,,,2715,,,1527,,,,,,1566,,,556,,,,,,,,,,,,,,,,,
Kuwait,2003,20013,,,121,,,50,,,0,,,205,,,2208,,,20,,,1416,,,1245,,,2493,,,2929,,,1849,,,,,,1731,,,634,,,,,,,,,,,,,,,,,
Kuwait,2004,23220,,,170,,,51,,,0,,,149,,,3044,,,24,,,1870,,,1310,,,2735,,,3139,,,2362,,,,,,1924,,,665,,,,,,,,,,,,,,,,,
Kuwait,2005,24914,,,164,,,51,,,123,,,24,,,3582,,,24,,,2147,,,1541,,,3000,,,3747,,,2158,,,,,,2274,,,712,,,,,,,,,,,,,,,,,
Kuwait,2006,40819,,,,,,,,,,,,,,,,,,21,,,3570,,,1864,,,3643,,,10280,,,3801,,,,,,2364,,,855,,,,,,,,,,,,,,,,,
Kirghizistan,2014,2645,,,32,,,2,,,229,,,3,,,0,,,12,,,137,,,279,,,483,,,790,,,244,,,,,,,,,62,,,35,,,0,,,2,,,54,,,,,
Kirghizistan,2015,2439,,,34,,,2,,,173,,,2,,,1,,,13,,,128,,,236,,,465,,,718,,,233,,,,,,,,,57,,,43,,,0,,,2,,,67,,,,,
Kirghizistan,2016,2512,,,34,,,2,,,186,,,2,,,1,,,13,,,116,,,230,,,519,,,684,,,236,,,,,,,,,85,,,40,,,0,,,1,,,79,,,,,
Kirghizistan,2017,2759,,,35,,,4,,,252,,,2,,,4,,,13,,,135,,,257,,,543,,,754,,,251,,,,,,,,,82,,,34,,,0,,,3,,,92,,,,,
Kirghizistan,2018,2706,,,46,,,4,,,118,,,2,,,6,,,14,,,139,,,257,,,545,,,830,,,284,,,,,,,,,69,,,27,,,0,,,3,,,74,,,,,
Kirghizistan,2019,2836,,,27,,,4,,,45,,,2,,,0,,,11,,,116,,,265,,,569,,,880,,,286,,,,,,,,,67,,,33,,,0,,,3,,,243,,,,,
Kirghizistan,2020,2630,,,22,,,2,,,20,,,2,,,0,,,8,,,102,,,289,,,547,,,865,,,237,,,277,,,0,,,50,,,34,,,0,,,3,,,171,,,,,
Kirghizistan,2021,2896,,,23,,,4,,,31,,,3,,,0,,,8,,,114,,,321,,,571,,,816,,,266,,,356,,,0,,,58,,,53,,,0,,,3,,,270,,,,,
Latvia,2000,2355,,,,,,,,,,,,,,,,,,22,,,91,,,245,,,343,,,826,,,267,,,53,,,149,,,79,,,,,,,,,,,,,,,,,
Latvia,2001,2320,,,68,,,4,,,125,,,10,,,25,,,18,,,94,,,212,,,372,,,792,,,261,,,62,,,152,,,79,,,27,,,3,,,1,,,13,,,,,
Latvia,2002,2782,,,87,,,6,,,153,,,12,,,33,,,24,,,106,,,287,,,452,,,893,,,297,,,87,,,180,,,105,,,33,,,4,,,1,,,20,,,,,
Latvia,2003,3658,,,112,,,9,,,288,,,20,,,22,,,33,,,130,,,347,,,576,,,1124,,,429,,,117,,,242,,,126,,,47,,,6,,,1,,,30,,,,,
Latvia,2004,4838,,,135,,,10,,,390,,,25,,,32,,,67,,,166,,,453,,,794,,,1388,,,635,,,170,,,317,,,151,,,56,,,7,,,2,,,40,,,,,
Latvia,2005,5914,,,158,,,7,,,572,,,25,,,88,,,116,,,204,,,661,,,901,,,1572,,,698,,,197,,,373,,,219,,,90,,,6,,,2,,,25,,,,,
Latvia,2006,7878,,,207,,,12,,,776,,,26,,,117,,,140,,,299,,,914,,,1209,,,1906,,,896,,,309,,,552,,,347,,,97,,,9,,,3,,,58,,,,,
Latvia,2007,10747,,,276,,,14,,,1072,,,31,,,99,,,272,,,378,,,1248,,,1711,,,2460,,,1243,,,436,,,764,,,523,,,105,,,10,,,4,,,100,,,,,
Latvia,2008,13810,,,634,,,22,,,1468,,,32,,,119,,,296,,,431,,,1552,,,2264,,,3247,,,1414,,,526,,,779,,,652,,,247,,,12,,,5,,,111,,,,,
Latvia,2009,11944,,,322,,,13,,,1204,,,6,,,176,,,34,,,278,,,1196,,,1756,,,3676,,,1302,,,312,,,541,,,453,,,575,,,12,,,0,,,89,,,,,
Latvia,2010,10989,,,381,,,15,,,1012,,,4,,,204,,,71,,,352,,,974,,,1479,,,3379,,,1168,,,252,,,459,,,390,,,734,,,19,,,0,,,96,,,,,
Latvia,2011,11631,,,96,,,13,,,1246,,,2,,,174,,,193,,,364,,,1170,,,1657,,,3459,,,1332,,,280,,,519,,,492,,,597,,,19,,,0,,,19,,,,,
Latvia,2012,10932,,,205,,,12,,,1059,,,2,,,281,,,205,,,346,,,1096,,,1611,,,3199,,,1366,,,253,,,505,,,429,,,310,,,16,,,0,,,36,,,,,
Latvia,2013,11642,,,116,,,115,,,1087,,,3,,,319,,,201,,,367,,,1109,,,1737,,,3491,,,1466,,,274,,,582,,,477,,,209,,,26,,,0,,,62,,,,,
Latvia,2014,12217,,,159,,,15,,,1161,,,9,,,414,,,213,,,347,,,1193,,,1852,,,3588,,,1514,,,281,,,632,,,530,,,192,,,24,,,0,,,92,,,,,
Latvia,2015,10534,,,97,,,10,,,896,,,5,,,341,,,180,,,265,,,1015,,,1601,,,3211,,,1336,,,277,,,539,,,436,,,221,,,19,,,0,,,84,,,,,
Latvia,2016,10529,,,115,,,13,,,909,,,7,,,302,,,149,,,248,,,1035,,,1557,,,3317,,,1187,,,454,,,598,,,403,,,163,,,26,,,0,,,46,,,,,
Latvia,2017,11789,,,134,,,17,,,986,,,9,,,557,,,165,,,333,,,1070,,,1758,,,3560,,,1224,,,504,,,710,,,514,,,140,,,33,,,1,,,73,,,,,
Latvia,2018,13559,,,141,,,17,,,1194,,,13,,,419,,,199,,,386,,,1384,,,2006,,,3999,,,1387,,,725,,,757,,,566,,,209,,,39,,,0,,,119,,,,,
Latvia,2019,13102,,,142,,,17,,,1076,,,11,,,243,,,198,,,352,,,1450,,,1966,,,4116,,,1306,,,650,,,766,,,500,,,171,,,46,,,0,,,92,,,,,
Latvia,2020,14585,,,191,,,18,,,1528,,,11,,,244,,,191,,,397,,,1631,,,1998,,,4545,,,1315,,,850,,,770,,,479,,,246,,,92,,,0,,,81,,,,,
Latvia,2021,17521,,,192,,,16,,,1430,,,21,,,164,,,223,,,395,,,2490,,,2216,,,5486,,,1488,,,926,,,868,,,573,,,909,,,38,,,0,,,86,,,,,
Lithuania,2000,4864,,,270,,,16,,,375,,,2,,,2,,,13,,,48,,,610,,,737,,,1547,,,676,,,150,,,250,,,113,,,37,,,9,,,0,,,10,,,,,
Lithuania,2001,4715,,,159,,,18,,,311,,,3,,,8,,,12,,,43,,,696,,,759,,,1475,,,688,,,157,,,242,,,104,,,20,,,11,,,0,,,10,,,,,
Lithuania,2002,5052,,,149,,,27,,,349,,,5,,,4,,,15,,,56,,,729,,,869,,,1524,,,632,,,204,,,273,,,130,,,51,,,23,,,0,,,12,,,,,
Lithuania,2003,6331,,,192,,,36,,,436,,,7,,,5,,,20,,,63,,,945,,,1073,,,1926,,,807,,,250,,,350,,,156,,,13,,,32,,,0,,,19,,,,,
Lithuania,2004,7721,,,262,,,12,,,520,,,10,,,14,,,95,,,65,,,935,,,1479,,,2318,,,1024,,,303,,,416,,,164,,,47,,,6,,,6,,,44,,,,,
Lithuania,2005,8904,,,287,,,26,,,534,,,10,,,14,,,153,,,82,,,1291,,,1619,,,2586,,,1113,,,357,,,452,,,234,,,51,,,8,,,7,,,81,,,,,
Lithuania,2006,10373,,,373,,,29,,,646,,,19,,,53,,,228,,,95,,,1382,,,1624,,,3197,,,1270,,,466,,,535,,,301,,,61,,,16,,,1,,,77,,,,,
Lithuania,2007,14032,,,522,,,40,,,728,,,43,,,63,,,350,,,117,,,1820,,,1979,,,4567,,,1729,,,705,,,655,,,410,,,103,,,43,,,1,,,155,,,,,
Lithuania,2008,18317,,,562,,,63,,,1151,,,60,,,80,,,404,,,181,,,2382,,,2753,,,6204,,,2081,,,632,,,876,,,538,,,128,,,125,,,1,,,95,,,,,
Lithuania,2009,16864,,,508,,,8,,,742,,,15,,,67,,,445,,,183,,,2075,,,2525,,,6680,,,1844,,,476,,,690,,,458,,,92,,,16,,,0,,,40,,,,,
Lithuania,2010,15751,,,447,,,10,,,733,,,61,,,160,,,498,,,119,,,2000,,,2197,,,5901,,,1900,,,405,,,681,,,354,,,158,,,70,,,0,,,57,,,,,
Lithuania,2011,18540,,,442,,,12,,,663,,,64,,,290,,,331,,,121,,,2258,,,2431,,,6108,,,2258,,,419,,,805,,,414,,,1769,,,101,,,0,,,55,,,,,
Lithuania,2012,15531,,,410,,,11,,,575,,,61,,,150,,,367,,,108,,,2003,,,2326,,,5704,,,2048,,,401,,,755,,,351,,,133,,,63,,,0,,,67,,,,,
Lithuania,2013,16548,,,415,,,11,,,638,,,62,,,254,,,248,,,117,,,2103,,,2439,,,5809,,,2245,,,425,,,756,,,380,,,502,,,65,,,0,,,78,,,,,
Lithuania,2014,16886,,,418,,,13,,,593,,,81,,,184,,,296,,,163,,,2154,,,2447,,,6106,,,2321,,,463,,,802,,,434,,,258,,,69,,,0,,,83,,,,,
Lithuania,2015,14571,,,397,,,11,,,604,,,88,,,118,,,255,,,132,,,1952,,,2102,,,5079,,,1906,,,521,,,672,,,390,,,194,,,47,,,0,,,105,,,,,
Lithuania,2016,14739,,,316,,,10,,,757,,,17,,,102,,,229,,,158,,,2047,,,2057,,,5278,,,1861,,,636,,,631,,,440,,,160,,,19,,,0,,,20,,,,,
Lithuania,2017,15869,,,292,,,12,,,752,,,22,,,126,,,233,,,203,,,2187,,,2170,,,5865,,,1778,,,776,,,702,,,513,,,187,,,28,,,0,,,24,,,,,
Lithuania,2018,18279,,,280,,,14,,,832,,,23,,,105,,,263,,,267,,,2570,,,2433,,,7030,,,1865,,,924,,,736,,,590,,,261,,,59,,,0,,,26,,,,,
Lithuania,2019,19020,,,269,,,14,,,901,,,54,,,103,,,289,,,266,,,2769,,,2523,,,7333,,,1907,,,899,,,761,,,639,,,192,,,74,,,0,,,28,,,,,
Lithuania,2020,24261,,,359,,,19,,,1200,,,55,,,111,,,304,,,360,,,3361,,,2950,,,9075,,,2022,,,1294,,,861,,,802,,,1373,,,82,,,0,,,36,,,,,
Lithuania,2021,24917,,,241,,,20,,,1086,,,51,,,99,,,355,,,410,,,3908,,,3172,,,9524,,,2043,,,1220,,,852,,,793,,,1029,,,79,,,0,,,34,,,,,
Luxembourg,2000,8064,,,87,,,19,,,869,,,7,,,39,,,161,,,154,,,924,,,900,,,3144,,,1139,,,50,,,188,,,224,,,94,,,22,,,39,,,4,,,,,
Luxembourg,2001,8156,,,96,,,20,,,994,,,8,,,43,,,187,,,163,,,1052,,,940,,,3312,,,1096,,,61,,,207,,,234,,,,,,25,,,39,,,1,,,,,
Luxembourg,2002,9876,,,114,,,47,,,1066,,,10,,,53,,,188,,,233,,,1175,,,1091,,,3891,,,1249,,,61,,,242,,,279,,,115,,,27,,,46,,,,,,,,
Luxembourg,2003,12857,,,161,,,44,,,1398,,,13,,,65,,,242,,,230,,,1543,,,1444,,,5144,,,1564,,,78,,,318,,,397,,,101,,,40,,,72,,,2,,,,,
Luxembourg,2004,15315,,,176,,,28,,,1711,,,16,,,90,,,258,,,251,,,1896,,,1720,,,6011,,,1941,,,91,,,377,,,467,,,133,,,41,,,106,,,3,,,,,
Luxembourg,2005,16365,,,167,,,25,,,1737,,,18,,,98,,,301,,,252,,,2050,,,1829,,,6465,,,2108,,,92,,,402,,,503,,,163,,,38,,,111,,,5,,,,,
Luxembourg,2006,16903,,,173,,,40,,,1692,,,19,,,98,,,298,,,257,,,2113,,,1898,,,6904,,,2053,,,97,,,415,,,496,,,176,,,37,,,132,,,5,,,,,
Luxembourg,2007,19286,,,196,,,20,,,1832,,,21,,,91,,,365,,,285,,,2425,,,2204,,,7769,,,2387,,,122,,,457,,,638,,,246,,,54,,,167,,,6,,,,,
Luxembourg,2008,22316,,,203,,,31,,,1951,,,23,,,104,,,436,,,353,,,2787,,,2546,,,9119,,,2866,,,149,,,530,,,665,,,265,,,61,,,215,,,12,,,,,
Luxembourg,2009,23255,,,246,,,29,,,2015,,,30,,,111,,,477,,,427,,,2877,,,2651,,,9634,,,2787,,,163,,,532,,,693,,,260,,,70,,,238,,,16,,,,,
Luxembourg,2010,23620,,,240,,,23,,,2033,,,45,,,103,,,447,,,430,,,2797,,,2817,,,9638,,,2939,,,281,,,559,,,647,,,292,,,74,,,249,,,5,,,,,
Luxembourg,2011,25603,,,268,,,30,,,2115,,,28,,,61,,,474,,,450,,,3038,,,3078,,,10514,,,3308,,,250,,,610,,,664,,,331,,,75,,,304,,,5,,,,,
Luxembourg,2012,24994,,,223,,,32,,,1944,,,34,,,55,,,464,,,440,,,3010,,,3031,,,10319,,,3251,,,213,,,577,,,661,,,366,,,68,,,300,,,6,,,,,
Luxembourg,2013,26887,,,216,,,50,,,2002,,,36,,,90,,,516,,,323,,,3399,,,3052,,,11533,,,3236,,,215,,,641,,,784,,,393,,,81,,,314,,,8,,,,,
Luxembourg,2014,27939,,,224,,,48,,,2233,,,37,,,81,,,537,,,380,,,3483,,,3141,,,12034,,,3235,,,201,,,670,,,788,,,409,,,83,,,348,,,7,,,,,
Luxembourg,2015,24255,,,205,,,31,,,2036,,,31,,,78,,,469,,,301,,,2949,,,2684,,,10506,,,2845,,,156,,,589,,,655,,,370,,,73,,,270,,,7,,,,,
Luxembourg,2016,24916,,,170,,,75,,,2185,,,31,,,81,,,442,,,311,,,2966,,,2706,,,10668,,,3038,,,194,,,607,,,718,,,372,,,87,,,258,,,6,,,,,
Luxembourg,2017,27124,,,180,,,72,,,2390,,,32,,,69,,,536,,,338,,,3278,,,2918,,,11601,,,3222,,,221,,,673,,,787,,,412,,,104,,,285,,,7,,,,,
Luxembourg,2018,30033,,,232,,,83,,,2334,,,35,,,72,,,627,,,406,,,3643,,,3261,,,12753,,,3685,,,294,,,788,,,899,,,505,,,88,,,320,,,8,,,,,
Luxembourg,2019,30115,,,224,,,63,,,2246,,,46,,,68,,,621,,,402,,,3620,,,3346,,,12804,,,3652,,,265,,,857,,,889,,,558,,,120,,,326,,,7,,,,,
Luxembourg,2020,34578,,,241,,,41,,,2500,,,55,,,72,,,763,,,390,,,4271,,,3664,,,15137,,,3726,,,533,,,949,,,897,,,706,,,250,,,376,,,8,,,,,
Luxembourg,2021,36672,,,261,,,72,,,2801,,,62,,,71,,,789,,,520,,,4636,,,4023,,,15647,,,4015,,,374,,,1034,,,998,,,821,,,172,,,364,,,11,,,,,
Malaysia,2000,20260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,2001,24283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,2002,26920,,,,,,,,,,,,,,,,,,,,,1782,,,1751,,,7742,,,,,,7872,,,2238,,,1278,,,,,,,,,,,,,,,,,,,,
Malaysia,2003,29718,,,,,,,,,,,,,,,,,,,,,2161,,,2362,,,7691,,,,,,8104,,,2882,,,1444,,,,,,,,,,,,,,,,,,,,
Malaysia,2004,31302,,,,,,,,,,,,,,,,,,,,,1962,,,2463,,,6798,,,,,,11127,,,2823,,,1472,,,,,,,,,,,,,,,,,,,,
Malaysia,2005,33468,,,,,,,,,,,,,,,,,,,,,1631,,,2303,,,7075,,,,,,11880,,,3120,,,1603,,,,,,,,,,,,,,,,,,,,
Malaysia,2006,38495,,,,,,,,,,,,,,,,,,,,,1968,,,2724,,,8434,,,,,,12398,,,3266,,,2013,,,,,,,,,,,,,,,,,,,,
Malaysia,2007,46837,,,,,,,,,,,,,,,,,,,,,3158,,,3278,,,10680,,,,,,15379,,,3970,,,2382,,,,,,,,,,,,,,,,,,,,
Malaysia,2008,58078,,,,,,,,,,,,,,,,,,,,,3188,,,3971,,,13316,,,,,,20642,,,4412,,,2869,,,,,,,,,,,,,,,,,,,,
Malaysia,2009,57415,,,,,,,,,,,,,,,,,,,,,3040,,,4190,,,14227,,,,,,19400,,,3965,,,2714,,,,,,,,,,,,,,,,,,,,
Malaysia,2010,62317,,,,,,,,,,,,,,,,,,,,,3782,,,5122,,,15481,,,,,,19960,,,3854,,,3178,,,,,,,,,,,,,,,,,,,,
Malaysia,2011,74350,,,,,,,,,,,,,,,,,,,,,3501,,,5600,,,16169,,,,,,27158,,,4833,,,3503,,,,,,,,,,,,,,,,,,,,
Malaysia,2012,81104,,,,,,,,,,,,,,,,,,,,,3738,,,6045,,,17673,,,,,,32013,,,4774,,,3996,,,,,,,,,,,,,,,,,,,,
Malaysia,2013,79896,,,,,,,,,,,,,,,,,,,,,3663,,,6164,,,17268,,,,,,30998,,,5156,,,3943,,,,,,,,,,,,,,,,,,,,
Malaysia,2014,78590,,,,,,,,,,,,,,,,,,,,,4066,,,6759,,,17302,,,,,,29282,,,5142,,,4111,,,,,,,,,,,,,,,,,,,,
Malaysia,2015,65444,,,,,,,,,,,,,,,,,,,,,3698,,,5983,,,14548,,,,,,22909,,,4475,,,3703,,,,,,,,,,,,,,,,,,,,
Malaysia,2016,60320,,,,,,,,,,,,,,,,,,,,,3273,,,5575,,,13407,,,,,,21261,,,3565,,,3374,,,,,,,,,,,,,,,,,,,,
Malaysia,2017,60452,,,,,,,,,,,,,,,,,,,,,3204,,,5935,,,14076,,,,,,21000,,,3720,,,3567,,,,,,,,,,,,,,,,,,,,
Malaysia,2018,70720,,,,,,,,,,,,,,,,,,,,,3196,,,6991,,,15548,,,,,,25216,,,4844,,,3126,,,,,,,,,,,,,,,,,,,,
Malaysia,2019,76138,,,,,,,,,,,,,,,,,,449,,,3404,,,7170,,,15492,,,,,,32464,,,3275,,,3736,,,,,,,,,,,,,,,,,,,,
Malaysia,2020,74212,,,,,,,,,,,,,,,,,,356,,,7838,,,7536,,,15046,,,,,,22165,,,3385,,,3888,,,,,,,,,,,,,,,,,,,,
Maldives,2000,233,,,4,,,1,,,15,,,,,,6,,,0,,,19,,,25,,,46,,,7,,,70,,,32,,,6,,,0,,,,,,,,,,,,1,,,9,,
Maldives,2001,238,,,3,,,0,,,28,,,,,,8,,,0,,,23,,,25,,,42,,,8,,,61,,,31,,,7,,,0,,,,,,,,,,,,1,,,10,,
Maldives,2002,245,,,1,,,0,,,25,,,,,,5,,,0,,,38,,,25,,,50,,,8,,,60,,,25,,,6,,,0,,,,,,,,,,,,3,,,12,,
Maldives,2003,277,,,2,,,0,,,35,,,,,,2,,,0,,,34,,,28,,,57,,,11,,,63,,,35,,,7,,,0,,,,,,,,,,,,3,,,12,,
Maldives,2004,295,,,2,,,3,,,33,,,,,,1,,,0,,,31,,,33,,,59,,,14,,,67,,,39,,,8,,,0,,,,,,,,,,,,4,,,13,,
